"id","name","edible_portion","food_type","processing_method","ingredient_category","food_category","ingredient_category2","food_category2"
32548,"Biscuit, jyv�shyv� cracotte, sesame seeds",100,"Dish","Baked in oven","Dish","Biscuits","Non-ingredient","Cereals and cereal products"
32553,"Margarine 80%, fluid, average",100,"Food","Industrial","Fats for cooking and industrial use","Other fat products","Fat","Fat and fat products"
32555,"Biscuit, bastogne, lu",100,"Dish","Baked in oven","Dish","Biscuits","Non-ingredient","Cereals and cereal products"
32556,"Spinach soup, apetit, frozen soup",100,"Dish","Boiled","Dish","Vegetable soups","Non-ingredient","Vegetable dishes"
32557,"Spinach soup, pirkka, frozen soup",100,"Dish","Boiled","Dish","Vegetable soups","Non-ingredient","Vegetable dishes"
32558,"Spinach soup, saarioinen, ready meal",100,"Dish","Boiled","Dish","Vegetable soups","Non-ingredient","Vegetable dishes"
32560,"White sauce with spinach, low-fat milk, thickened with flour",100,"Dish","Boiled","Dish","Milk sauces","Non-ingredient","Milk dishes"
32561,"Sponge cake",100,"Dish","Baked in oven","Dish","Sweet bakery","Non-ingredient","Cereals and cereal products"
32562,"Oat product, fermented oat, yosa naturell",100,"Food","Industrial","Oats and barley","Porridge","Cereals","Cereals and cereal products"
32567,"Cheese, oltermanni rypsi, rapseed oil, 24% fat",100,"Food","Industrial","Cheese","Modified cheeses","Milk","Milk dishes"
32568,"Blended spread 75%, 10 ug vitamin d",100,"Food","Industrial","Butter and butter spread","Butter and butter spread >60%","Fat","Fat and fat products"
32570,"4-grain flakes, riihikosken vehn�mylly",100,"Food","No treatment","Wheat","Breakfast cereals","Cereals","Cereals and cereal products"
32592,"Sour milk, butter milk, 0.3% fat, 0.5 ug vitamin d",100,"Food","Industrial","Fermented milk products","Soured milks","Milk","Milk dishes"
32593,"Sour milk, 0.5 ug vitamin d",100,"Food","Industrial","Fermented milk products","Soured milks","Milk","Milk dishes"
32594,"Sour milk, fat-free, low-lactose, 0.5 ug vitamin d",100,"Food","Industrial","Fermented milk products","Soured milks","Milk","Milk dishes"
32595,"Sour milk, fat-free, lactose-free, 0.5 ug vitamin d",100,"Food","Industrial","Fermented milk products","Soured milks","Milk","Milk dishes"
32596,"Yoghurt, flavoured, fat-free, partially artificially sweetened, 1 ug vitamin d",100,"Food","Industrial","Fermented milk products","Yoghurt","Milk","Milk dishes"
32597,"Yoghurt, flavoured, fat-free, lactose-free, artificially sweetened, 1 ug vit. d",100,"Food","Industrial","Fermented milk products","Yoghurt","Milk","Milk dishes"
32598,"Yoghurt, plain, fat-free",100,"Food","Industrial","Fermented milk products","Yoghurt","Milk","Milk dishes"
32599,"Yoghurt, flavoured, 2% fat, 1 ug vitamin d",100,"Food","Industrial","Fermented milk products","Yoghurt","Milk","Milk dishes"
32600,"Yoghurt, drinkable, danonino dino, 1.6% fat, 0.9 ug vitamin d",100,"Food","Industrial","Fermented milk products","Yoghurt","Milk","Milk dishes"
32602,"Sausage, fresh sausage, chorizo, saarioinen",100,"Food","Industrial","Sausages","Cold cuts and sausages","Meat","Meat dishes"
32604,"Omelette roll, vegetable and mushroom filling",100,"Dish","Baked in oven","Dish","Egg dishes","Non-ingredient","Egg dishes"
32605,"Liver stew with bacon",100,"Dish","Boiled","Dish","Offal dishes","Non-ingredient","Meat dishes"
32607,"Tofu and potato casserole, contains egg",100,"Dish","Baked in oven","Dish","Vegetable casseroles","Non-ingredient","Vegetable dishes"
32608,"Tofu vegetable gravy, with tomato",100,"Dish","Boiled","Dish","Vegetable dishes","Non-ingredient","Vegetable dishes"
32609,"Tofu and mixed beans gravy, with tomato",100,"Dish","Boiled","Dish","Vegetable dishes","Non-ingredient","Vegetable dishes"
32610,"Lentil patty, lentil ball, contains egg",100,"Dish","Baked in oven","Dish","Vegetable dishes","Non-ingredient","Vegetable dishes"
32611,"Fried shrimp with chili and garlic marinade, fried",100,"Dish","Fried","Dish","Other fish dishes","Non-ingredient","Fish dishes"
32612,"Fried shrimp with noodles and coconut",100,"Dish","Fried","Dish","Other fish dishes","Non-ingredient","Fish dishes"
32613,"Creamy shrimp stew, thickened",100,"Dish","Boiled","Dish","Other fish dishes","Non-ingredient","Fish dishes"
32614,"Soy-vegetable casserole, cooking cream",100,"Dish","Baked in oven","Dish","Vegetable casseroles","Non-ingredient","Vegetable dishes"
32615,"Onion soup, french, gratinated with bread and cheese",100,"Dish","Baked in oven","Dish","Vegetable soups","Non-ingredient","Vegetable dishes"
32616,"Pudding, panna cotta, contains gelatin",100,"Dish","Boiled","Dish","Milk desserts","Non-ingredient","Milk dishes"
32617,"Cr�me br�l�e",100,"Dish","Baked in oven","Dish","Milk desserts","Non-ingredient","Milk dishes"
32618,"Bbq-sauce for meat, home-made",100,"Dish","Mashed","Dish","Condiments","Non-ingredient","Miscellaneous"
32619,"Meal replacement, shake, naturdiet",100,"Food","Industrial","Products for nutritional support","Meal replacements","Products for special nutritional use","Products for special nutritional use"
32622,"Meal replacement, smoothie, naturdiet",100,"Food","Industrial","Products for nutritional support","Meal replacements","Products for special nutritional use","Products for special nutritional use"
32623,"Meal replacement, drink powder, naturdiet",100,"Food","Industrial","Products for nutritional support","Meal replacements","Products for special nutritional use","Products for special nutritional use"
32624,"Meal replacement, drink powder and water, naturdiet",100,"Dish","Industrial","Dish","Meal replacements","Non-ingredient","Products for special nutritional use"
32625,"Meal replacement, chocolate bar, naturdiet",100,"Food","Industrial","Products for nutritional support","Meal replacements","Products for special nutritional use","Products for special nutritional use"
32626,"Meal replacement, caramel bar, naturdiet",100,"Food","Industrial","Products for nutritional support","Meal replacements","Products for special nutritional use","Products for special nutritional use"
32627,"Meal replacement, dark chocolate bar, naturdiet",100,"Food","Industrial","Products for nutritional support","Meal replacements","Products for special nutritional use","Products for special nutritional use"
32628,"Meal replacement, smoothie, drink powder, easy diet",100,"Food","Industrial","Products for nutritional support","Meal replacements","Products for special nutritional use","Products for special nutritional use"
32629,"Meal replacement, smoothie, drink powder and water, easy diet",100,"Dish","Industrial","Dish","Meal replacements","Non-ingredient","Products for special nutritional use"
32630,"Meal replacement, soup powder, asparagus/fish/chicken/mushroom, easy diet",100,"Food","Industrial","Products for nutritional support","Meal replacements","Products for special nutritional use","Products for special nutritional use"
32631,"Meal replacement, soup from powder, asparagus/fish/chicken/mushroom, easy diet",100,"Dish","Industrial","Dish","Meal replacements","Non-ingredient","Products for special nutritional use"
32632,"Meal replacement, soup powder, tomato/texmex/thai, easy diet",100,"Food","Industrial","Products for nutritional support","Meal replacements","Products for special nutritional use","Products for special nutritional use"
32633,"Meal replacement, soup powder and water, tomato/texmex/thai, easy diet",100,"Dish","Industrial","Dish","Meal replacements","Non-ingredient","Products for special nutritional use"
32636,"Meal replacement, smoothie, drink powder, nutrifast",100,"Food","Industrial","Products for nutritional support","Meal replacements","Products for special nutritional use","Products for special nutritional use"
32637,"Meal replacement, smoothie, drink powder and water, nutrifast",100,"Dish","Industrial","Dish","Meal replacements","Non-ingredient","Products for special nutritional use"
32638,"Meal replacement, milk shake, drink powder, allevo",100,"Food","Industrial","Products for nutritional support","Meal replacements","Products for special nutritional use","Products for special nutritional use"
32639,"Meal replacement, milk shake, drink powder and water, allevo",100,"Dish","Industrial","Dish","Meal replacements","Non-ingredient","Products for special nutritional use"
32640,"Meal replacement, smoothie, drink powder, allevo",100,"Food","Industrial","Products for nutritional support","Meal replacements","Products for special nutritional use","Products for special nutritional use"
32641,"Meal replacement, smoothie, drink powder and water, naturdiet",100,"Dish","Industrial","Dish","Meal replacements","Non-ingredient","Products for special nutritional use"
32642,"Meal replacement, soup powder, potato and leek, allevo",100,"Food","Industrial","Products for nutritional support","Meal replacements","Products for special nutritional use","Products for special nutritional use"
32643,"Meal replacement, soup powder and water, potato and leek, allevo",100,"Dish","Industrial","Dish","Meal replacements","Non-ingredient","Products for special nutritional use"
32644,"Meal replacement, soup powder, broccoli, basil and couscous, allevo",100,"Food","Industrial","Products for nutritional support","Meal replacements","Products for special nutritional use","Products for special nutritional use"
32645,"Meal replacement, soup powder and water, broccoli, basil and couscous, allevo",100,"Dish","Industrial","Dish","Meal replacements","Non-ingredient","Products for special nutritional use"
32646,"Meal replacement, low calorie drink, allevo",100,"Food","Industrial","Products for nutritional support","Meal replacements","Products for special nutritional use","Products for special nutritional use"
32647,"Meal replacement, low calorie bar, allevo",100,"Food","Industrial","Products for nutritional support","Meal replacements","Products for special nutritional use","Products for special nutritional use"
32648,"Meal replacement, soup powder, nutrilett",100,"Food","Industrial","Products for nutritional support","Meal replacements","Products for special nutritional use","Products for special nutritional use"
32649,"Meal replacement, soup powder and water, nutrilett",100,"Dish","Industrial","Dish","Meal replacements","Non-ingredient","Products for special nutritional use"
32650,"Meal replacement, hunger control, drink, nutrilett",100,"Food","Industrial","Products for nutritional support","Meal replacements","Products for special nutritional use","Products for special nutritional use"
32651,"Meal replacement, milk shake, drink powder, nutrilett",100,"Food","Industrial","Products for nutritional support","Meal replacements","Products for special nutritional use","Products for special nutritional use"
32652,"Meal replacement, milk shake, drink powder and water, nutrilett",100,"Dish","Industrial","Dish","Meal replacements","Non-ingredient","Products for special nutritional use"
32653,"Meal replacement, hot and cold mocca, drink powder, nutrilett",100,"Food","Industrial","Products for nutritional support","Meal replacements","Products for special nutritional use","Products for special nutritional use"
32654,"Meal replacement, hot and cold mocca, drink powder and water, nutrilett",100,"Dish","Industrial","Dish","Meal replacements","Non-ingredient","Products for special nutritional use"
32655,"Meal replacement, hunger control, bar, nutrilett",100,"Food","Industrial","Products for nutritional support","Meal replacements","Products for special nutritional use","Products for special nutritional use"
32656,"Meal replacement, low calorie bar, average",100,"Food","Industrial","Products for nutritional support","Meal replacements","Products for special nutritional use","Products for special nutritional use"
32657,"Meal replacement, soup powder, average",100,"Food","Industrial","Products for nutritional support","Meal replacements","Products for special nutritional use","Products for special nutritional use"
32658,"Meal replacement, soup powder and water, average",100,"Dish","Industrial","Dish","Meal replacements","Non-ingredient","Products for special nutritional use"
32659,"Meal replacement, milk shake, drink powder, average",100,"Food","Industrial","Products for nutritional support","Meal replacements","Products for special nutritional use","Products for special nutritional use"
32660,"Meal replacement, milk shake, drink powder and water, average",100,"Dish","Industrial","Dish","Meal replacements","Non-ingredient","Products for special nutritional use"
32661,"Meal replacement, smoothie, drink powder, average",100,"Food","Industrial","Products for nutritional support","Meal replacements","Products for special nutritional use","Products for special nutritional use"
32662,"Meal replacement, smoothie, drink powder and water, average",100,"Dish","Industrial","Dish","Meal replacements","Non-ingredient","Products for special nutritional use"
32664,"Blended spread 75%, oivariini, normally salted, low-lactose",100,"Food","Industrial","Butter and butter spread","Butter and butter spread >60%","Fat","Fat and fat products"
32665,"Blended spread 75%, oivariini, less salt, low-lactose",100,"Food","Industrial","Butter and butter spread","Butter and butter spread >60%","Fat","Fat and fat products"
32666,"Blended spread 75%, oivariini, heavily salted, low-lactose",100,"Food","Industrial","Butter and butter spread","Butter and butter spread >60%","Fat","Fat and fat products"
32667,"Meal replacement, protein drink powder, gnld, 49% protein",100,"Food","Industrial","Products for nutritional support","Meal replacements","Products for special nutritional use","Products for special nutritional use"
32668,"Blended spread 75%, oivariini, normally salted, low-lactose, soft",100,"Food","Industrial","Butter and butter spread","Butter and butter spread >60%","Fat","Fat and fat products"
32669,"Blended spread 60%, oivariini, less fat, low-lactose",100,"Food","Industrial","Butter and butter spread","Butter and butter spread >60%","Fat","Fat and fat products"
32670,"Blended spread 75%, oivariini, lactose free",100,"Food","Industrial","Butter and butter spread","Butter and butter spread >60%","Fat","Fat and fat products"
32671,"Blended spread 43%, ingmariini, low-lactose",100,"Food","Industrial","Butter and butter spread","Margarine, butter spread and fat spread <55%","Fat","Fat and fat products"
32672,"Blended spread 82%, ingmariini sea salt, low-lactose",100,"Food","Industrial","Butter and butter spread","Butter and butter spread >60%","Fat","Fat and fat products"
32673,"Blended spread 75%, ingmariini, normally salted, low-lactose",100,"Food","Industrial","Butter and butter spread","Butter and butter spread >60%","Fat","Fat and fat products"
32674,"Meal replacement, protein drink powder and milk, gnld",100,"Dish","Industrial","Dish","Meal replacements","Non-ingredient","Products for special nutritional use"
32675,"Meal replacement, protein drink powder, nutrishake, gnld, 55% protein",100,"Food","Industrial","Products for nutritional support","Meal replacements","Products for special nutritional use","Products for special nutritional use"
32676,"Blended spread 57%, ingmariini, less fat, low-lactose",100,"Food","Industrial","Butter and butter spread","Butter and butter spread >60%","Fat","Fat and fat products"
32677,"Meal replacement, protein drink powder and milk, nutrishake, gnld",100,"Dish","Mixed","Dish","Meal replacements","Non-ingredient","Products for special nutritional use"
32678,"Soya product, femisoya",100,"Food","Industrial","Soya products","Miscellaneous ingredients","Pulses and nuts","Miscellaneous"
32679,"Soya product, femisoya plus",100,"Food","Industrial","Soya products","Miscellaneous ingredients","Pulses and nuts","Miscellaneous"
32680,"Soya product, berrysoya",100,"Food","Industrial","Soya products","Miscellaneous ingredients","Pulses and nuts","Miscellaneous"
