"id","name","edible_portion","food_type","processing_method","ingredient_category","food_category","ingredient_category2","food_category2"
32170,"Frozen vegetable mix, broccoli-sweet corn-carrot",100,"Dish","Frozen","Dish","Vegetables","Non-ingredient","Vegetable dishes"
32171,"Frozen vegetable mix, carrot-bean-pea-cauliflower",100,"Dish","Frozen","Dish","Vegetables","Non-ingredient","Vegetable dishes"
32172,"Soy product, alpro, soured, 2% fat, calcium, vitamins",100,"Food","Industrial","Soya products","Yoghurt","Pulses and nuts","Milk dishes"
32173,"Frozen vegetable mix, average, boiled without salt",100,"Dish","Boiled","Dish","Cooked vegetables","Non-ingredient","Vegetable dishes"
32174,"Chicken stew, vegetables and pineapple",100,"Dish","Boiled","Dish","Poultry dishes","Non-ingredient","Meat dishes"
32175,"Hollandaise sauce mix",100,"Food","Dried","Miscellaneous ingredients","Miscellaneous ingredients","Other ingredients","Miscellaneous"
32176,"Hollandaise sauce made of hollandaise sauce mix",100,"Dish","Boiled","Dish","Fat sauces","Non-ingredient","Fat and fat products"
32177,"Salad dressing, rapeseed oil, 15% fat, light, thousand island, felix",100,"Food","Industrial","Other fat products","Salad dressings","Fat","Fat and fat products"
32178,"Salad dressing, french dressing, rapeseed oil, 47% fat, saarioinen",100,"Food","Industrial","Other fat products","Salad dressings","Fat","Fat and fat products"
32179,"Salad dressing, rapeseed oil, 23% fat, light, kartanon, saarioinen",100,"Food","Industrial","Other fat products","Salad dressings","Fat","Fat and fat products"
32181,"Vegetable puree, home-made babyfood, without salt",100,"Dish","Mashed","Dish","Baby vegetable product","Non-ingredient","Babyfood"
32186,"Frozen vegetable mix, carrot-broccoli-bean-sweet pepper-sweet corn, amerikan",100,"Dish","Frozen","Dish","Vegetables","Non-ingredient","Vegetable dishes"
32189,"Curd milk, flavoured, 2% fat, 1 ug vitamin d",100,"Food","Industrial","Fermented milk products","Cultured milks","Milk","Milk dishes"
32191,"Frankfurter, chicken, atria",100,"Food","Industrial","Sausages","Cold cuts and sausages","Meat","Meat dishes"
32193,"Soy product, soured, 2% fat, calcium",100,"Food","Industrial","Soya products","Yoghurt","Pulses and nuts","Milk dishes"
32194,"Mozzarella cheddar sticks",100,"Dish","Fried","Dish","Snacks","Non-ingredient","Miscellaneous"
32195,"Frankfurter, chicken, hk",100,"Food","Industrial","Sausages","Cold cuts and sausages","Meat","Meat dishes"
32196,"Onion ring, breaded, deep-fried",100,"Dish","Fried","Dish","Cooked vegetables","Non-ingredient","Vegetable dishes"
32197,"Frankfurter, turkey, light, atria",100,"Food","Industrial","Sausages","Cold cuts and sausages","Meat","Meat dishes"
32198,"Chicken cold cuts, 1.9% fat, hk",100,"Food","Baked in oven","Meat products","Cold cuts and sausages","Meat","Meat dishes"
32199,"Chicken soup",100,"Dish","Boiled","Dish","Meat soups","Non-ingredient","Meat dishes"
32201,"Yoghurt, turkish/greek, 10% fat",100,"Food","Industrial","Cream","Yoghurt","Milk","Milk dishes"
32202,"Shrimp, boiled, without salt",100,"Dish","Boiled","Dish","Fish","Non-ingredient","Fish dishes"
32203,"Salmon, boiled, without salt",100,"Dish","Boiled","Dish","Fish","Non-ingredient","Fish dishes"
32204,"Rainbow trout, boiled, without salt",100,"Dish","Boiled","Dish","Fish","Non-ingredient","Fish dishes"
32205,"Salmon/rainbow trout, boiled, without salt",100,"Dish","Mixed","Dish","Fish","Non-ingredient","Fish dishes"
32206,"Salmon vegetable casserole, processed cheese, milk",100,"Dish","Baked in oven","Dish","Fish casseroles","Non-ingredient","Fish dishes"
32208,"Macaroni and salmon casserole, low-fat milk",100,"Dish","Baked in oven","Dish","Fish casseroles","Non-ingredient","Fish dishes"
32209,"Macaroni and saithe casserole, low-fat milk",100,"Dish","Baked in oven","Dish","Fish casseroles","Non-ingredient","Fish dishes"
32211,"Salmon and potato casserole, low-fat milk",100,"Dish","Baked in oven","Dish","Fish casseroles","Non-ingredient","Fish dishes"
32212,"Saithe and potato casserole, low-fat milk",100,"Dish","Baked in oven","Dish","Fish casseroles","Non-ingredient","Fish dishes"
32214,"Salmon spinach casserole, low-fat milk",100,"Dish","Baked in oven","Dish","Fish casseroles","Non-ingredient","Fish dishes"
32217,"Fish fingers, oven-baked, industrial",100,"Dish","Baked in oven","Dish","Other fish dishes","Non-ingredient","Fish dishes"
32218,"Fish fingers, salmon, findus, oven-baked",100,"Dish","Baked in oven","Dish","Other fish dishes","Non-ingredient","Fish dishes"
32224,"Salmon and rice casserole",100,"Dish","Baked in oven","Dish","Fish casseroles","Non-ingredient","Fish dishes"
32225,"Saithe and rice casserole",100,"Dish","Baked in oven","Dish","Fish casseroles","Non-ingredient","Fish dishes"
32228,"Perch loaf, fish in rye crust",100,"Dish","Baked in oven","Dish","Other fish dishes","Non-ingredient","Fish dishes"
32229,"Perch, fried",100,"Dish","Fried","Dish","Fish","Non-ingredient","Fish dishes"
32230,"Perch, fried in butter",100,"Dish","Fried","Dish","Fish","Non-ingredient","Fish dishes"
32231,"Pike, fried in butter",100,"Dish","Fried","Dish","Fish","Non-ingredient","Fish dishes"
32232,"Fish, average, fried in butter",100,"Dish","Fried","Dish","Fish","Non-ingredient","Fish dishes"
32233,"Bolognese, beef steak mince, thickened",100,"Dish","Boiled","Dish","Minced meat dishes","Non-ingredient","Meat dishes"
32234,"Bolognese, beef steak mince",100,"Dish","Boiled","Dish","Minced meat dishes","Non-ingredient","Meat dishes"
32236,"Bolognese, beef mince",100,"Dish","Boiled","Dish","Minced meat dishes","Non-ingredient","Meat dishes"
32237,"Rainbow trout, fried",100,"Dish","Fried","Dish","Fish","Non-ingredient","Fish dishes"
32238,"Rainbow trout fillet, cooking cream (veg. fat), oven-baked",100,"Dish","Baked in oven","Dish","Fish","Non-ingredient","Fish dishes"
32239,"Bolognese, beef mince, thickened",100,"Dish","Boiled","Dish","Minced meat dishes","Non-ingredient","Meat dishes"
32240,"Rainbow trout fillet with cream, oven-baked",100,"Dish","Baked in oven","Dish","Fish","Non-ingredient","Fish dishes"
32241,"Bolognese, pork beef mince, thickened",100,"Dish","Boiled","Dish","Minced meat dishes","Non-ingredient","Meat dishes"
32242,"Bolognese, pork beef mince",100,"Dish","Boiled","Dish","Minced meat dishes","Non-ingredient","Meat dishes"
32243,"Bolognese, lean steak mince 7%",100,"Dish","Boiled","Dish","Minced meat dishes","Non-ingredient","Meat dishes"
32244,"Bolognese, lean steak mince 7%, thickened",100,"Dish","Boiled","Dish","Minced meat dishes","Non-ingredient","Meat dishes"
32245,"Lean steak mince gravy, no added fat",100,"Dish","Boiled","Dish","Minced meat dishes","Non-ingredient","Meat dishes"
32248,"Saithe, fried",100,"Dish","Fried","Dish","Fish","Non-ingredient","Fish dishes"
32249,"Powan, fried in butter",100,"Dish","Fried","Dish","Fish","Non-ingredient","Fish dishes"
32250,"Powan, fried",100,"Dish","Fried","Dish","Fish","Non-ingredient","Fish dishes"
32251,"Baltic herring fillet with cream, oven-baked",100,"Dish","Baked in oven","Dish","Fish","Non-ingredient","Fish dishes"
32256,"Salad, beetroot salad with mayonnaise, average of industrial products",100,"Dish","Mixed","Dish","Mixed salads","Non-ingredient","Prepared salads"
32257,"Chicken cold cuts, 2% fat, hk",100,"Food","Baked in oven","Meat products","Cold cuts and sausages","Meat","Meat dishes"
32274,"Cake, mocha cake",100,"Dish","Baked in oven","Dish","Sweet bakery","Non-ingredient","Cereals and cereal products"
32278,"Jam pie, basic sweet dough, whole milk",100,"Dish","Baked in oven","Dish","Sweet bakery","Non-ingredient","Cereals and cereal products"
32279,"Jam pie, shortbread crust with sour milk",100,"Dish","Baked in oven","Dish","Sweet bakery","Non-ingredient","Cereals and cereal products"
32280,"Berry pie, basic sweet dough, water",100,"Dish","Baked in oven","Dish","Sweet bakery","Non-ingredient","Cereals and cereal products"
32282,"Jam pie, basic sweet dough, fat-free milk, sweetened with fructose",100,"Dish","Baked in oven","Dish","Sweet bakery","Non-ingredient","Cereals and cereal products"
32283,"Jam pie, basic sweet dough, whole milk, sweetened with fructose",100,"Dish","Baked in oven","Dish","Sweet bakery","Non-ingredient","Cereals and cereal products"
32284,"Jam pie, basic sweet dough, low-fat milk, sweetened with fructose",100,"Dish","Baked in oven","Dish","Sweet bakery","Non-ingredient","Cereals and cereal products"
32301,"Margarine 60%, flora, normally salted",100,"Food","Industrial","Margarine and fat spread >55%","Margarine and fat spread >55%","Fat","Fat and fat products"
32308,"Margarine 60%, flora, lactose-free",100,"Food","Industrial","Margarine and fat spread >55%","Margarine and fat spread >55%","Fat","Fat and fat products"
32316,"Berry pie, basic sweet dough, fat-free milk, without sugar",100,"Dish","Baked in oven","Dish","Sweet bakery","Non-ingredient","Cereals and cereal products"
32318,"Berry pie, basic sweet dough, low-fat milk, without sugar",100,"Dish","Baked in oven","Dish","Sweet bakery","Non-ingredient","Cereals and cereal products"
32319,"Berry pie, basic sweet dough, whole milk, without sugar",100,"Dish","Baked in oven","Dish","Sweet bakery","Non-ingredient","Cereals and cereal products"
32320,"Berry pie, basic sweet dough, fat-free milk, sweetened with fructose",100,"Dish","Baked in oven","Dish","Sweet bakery","Non-ingredient","Cereals and cereal products"
32321,"Berry pie, basic sweet dough, low-fat milk, sweetened with fructose",100,"Dish","Baked in oven","Dish","Sweet bakery","Non-ingredient","Cereals and cereal products"
32322,"Berry pie, basic sweet dough, whole milk, sweetened with fructose",100,"Dish","Baked in oven","Dish","Sweet bakery","Non-ingredient","Cereals and cereal products"
32323,"Berry pie, basic sweet dough, fat-free milk, artificially sweetened",100,"Dish","Baked in oven","Dish","Sweet bakery","Non-ingredient","Cereals and cereal products"
32324,"Berry pie, basic sweet dough, low-fat milk, artificially sweetened",100,"Dish","Baked in oven","Dish","Sweet bakery","Non-ingredient","Cereals and cereal products"
32325,"Berry pie, basic sweet dough, whole milk, artificially sweetened",100,"Dish","Baked in oven","Dish","Sweet bakery","Non-ingredient","Cereals and cereal products"
32326,"Berry pie, shortbread crust with sour milk",100,"Dish","Baked in oven","Dish","Sweet bakery","Non-ingredient","Cereals and cereal products"
32327,"Berry pie, shortbread crust, sugar-free",100,"Dish","Baked in oven","Dish","Sweet bakery","Non-ingredient","Cereals and cereal products"
32328,"Berry pie, shortbread crust, sweetened with fructose",100,"Dish","Baked in oven","Dish","Sweet bakery","Non-ingredient","Cereals and cereal products"
32329,"Berry pie, shortbread crust, artificially sweetened",100,"Dish","Baked in oven","Dish","Sweet bakery","Non-ingredient","Cereals and cereal products"
32330,"Berry pie, basic sweet dough, egg-free",100,"Dish","Baked in oven","Dish","Sweet bakery","Non-ingredient","Cereals and cereal products"
32331,"Berry pie, basic sweet dough, water, dairy-free, egg-free",100,"Dish","Baked in oven","Dish","Sweet bakery","Non-ingredient","Cereals and cereal products"
32332,"Berry pie with quark filling, shortbread crust",100,"Dish","Baked in oven","Dish","Sweet bakery","Non-ingredient","Cereals and cereal products"
32333,"Apple pie, basic sweet dough, whole milk",100,"Dish","Baked in oven","Dish","Sweet bakery","Non-ingredient","Cereals and cereal products"
32335,"Rhubarb pie, shortbread crust with sour milk",100,"Dish","Baked in oven","Dish","Sweet bakery","Non-ingredient","Cereals and cereal products"
32336,"Rhubarb pie, basic sweet dough, fat-free milk",100,"Dish","Baked in oven","Dish","Sweet bakery","Non-ingredient","Cereals and cereal products"
32338,"Sweet shortbread pie crust with sour milk",100,"Dish","Baked in oven","Dish","Sweet bakery","Non-ingredient","Cereals and cereal products"
32341,"Margarine 60%, flora, high in salt",100,"Food","Industrial","Margarine and fat spread >55%","Margarine and fat spread >55%","Fat","Fat and fat products"
32342,"Margarine 80%, for baking and cooking",100,"Food","Industrial","Fats for cooking and industrial use","Other fat products","Fat","Fat and fat products"
32343,"Vegetable fat spread 38%, becel light",100,"Food","Industrial","Margarine and fat spread <55%","Margarine, butter spread and fat spread <55%","Fat","Fat and fat products"
32344,"Vegatable oil product 82%, flora culinesse, fluid",100,"Food","Industrial","Fats for cooking and industrial use","Other fat products","Fat","Fat and fat products"
32348,"Vegatable oil product 82%, becel, fluid",100,"Food","Industrial","Fats for cooking and industrial use","Other fat products","Fat","Fat and fat products"
32350,"Vegetable fat spread 38%, becel light olive",100,"Food","Industrial","Margarine and fat spread <55%","Margarine, butter spread and fat spread <55%","Fat","Fat and fat products"
32354,"Margarine 80%, keiju rypsi, fluid",100,"Food","Industrial","Fats for cooking and industrial use","Other fat products","Fat","Fat and fat products"
32357,"Doughnut roasting fat 100%, sunnuntai",100,"Food","Industrial","Fats for cooking and industrial use","Other fat products","Fat","Fat and fat products"
32360,"Margarine 60%, benecol, lactose-free",100,"Food","Industrial","Margarine and fat spread >55%","Margarine and fat spread >55%","Fat","Fat and fat products"
32366,"Blended spread 60%, bunge makuisa",100,"Food","Industrial","Butter and butter spread","Butter and butter spread >60%","Fat","Fat and fat products"
32367,"Muksu soy drink",100,"Food","Industrial","Soya products","Vegetable juices","Pulses and nuts","Vegetable dishes"
32372,"Vegetable fat spread 32%, benecol light olive",100,"Food","Industrial","Margarine and fat spread >55%","Margarine and fat spread >55%","Fat","Fat and fat products"
32374,"Margarine 40%, benecol",100,"Food","Industrial","Margarine and fat spread >55%","Margarine and fat spread >55%","Fat","Fat and fat products"
32379,"Macaroni stew with beef mince",100,"Dish","Boiled","Dish","Minced meat dishes","Non-ingredient","Meat dishes"
32380,"Macaroni stew with chicken mince",100,"Dish","Boiled","Dish","Poultry dishes","Non-ingredient","Meat dishes"
32381,"Bolognese gravy mix, knorr",100,"Food","Dried","Miscellaneous ingredients","Miscellaneous ingredients","Other ingredients","Miscellaneous"
32382,"Bolognese, beef mince, powdered gravy mix",100,"Dish","Boiled","Dish","Minced meat dishes","Non-ingredient","Meat dishes"
32383,"Bolognese, pork beef mince, powdered gravy mix",100,"Dish","Boiled","Dish","Minced meat dishes","Non-ingredient","Meat dishes"
32384,"Curry sauce, uncle ben's",100,"Dish","Mixed","Dish","Condiments","Non-ingredient","Miscellaneous"
32385,"Cottage cheese, 1.5% fat",100,"Food","Industrial","Cheese","Processed and fresh cheeses","Milk","Milk dishes"
32386,"Tikka masala, uncle ben's",100,"Food","Mixed","Condiments","Condiments","Spices","Miscellaneous"
32397,"Tuna salad with pasta and legumes",100,"Dish","Mixed","Dish","Mixed salads","Non-ingredient","Prepared salads"
32398,"Macaroni stew with tuna",100,"Dish","Boiled","Dish","Fish casseroles","Non-ingredient","Fish dishes"
32401,"Saithe with almond and cooking cream 15%",100,"Dish","Baked in oven","Dish","Fish","Non-ingredient","Fish dishes"
32403,"Dipmix with milk extracts",100,"Food","Dried","Miscellaneous ingredients","Miscellaneous ingredients","Other ingredients","Miscellaneous"
32404,"Dipmix, milk-free",100,"Food","Dried","Miscellaneous ingredients","Miscellaneous ingredients","Other ingredients","Miscellaneous"
32405,"Sour cream sauce, dipping sauce, 10-12% fat",100,"Dish","Mixed","Dish","Milk sauces","Non-ingredient","Milk dishes"
32407,"Salami, light, 9% fat",100,"Food","Industrial","Sausages","Cold cuts and sausages","Meat","Meat dishes"
32409,"Crumbed ham, 3% fat",100,"Food","Boiled","Meat products","Cold cuts and sausages","Meat","Meat dishes"
32416,"Berry drink, proviva, average, contains probiotics",100,"Food","Industrial","Juice drink","Juice drink","Fruits","Beverages"
32417,"Fruit drink, proviva, mango, contains probiotics",100,"Food","Industrial","Juice drink","Juice drink","Fruits","Beverages"
32418,"Oat product, fermented oat, fruits and berries, yosa, average, probiotics",100,"Food","Industrial","Oats and barley","Porridge","Cereals","Cereals and cereal products"
32422,"Gefilus drink, effect drink, fruit, vitamin c, vitamin d, probiotics",100,"Food","Industrial","Milks","Milks skimmed","Milk","Milk dishes"
32423,"Yoghurt drink, fruit, probiotics, rainbow",100,"Food","Industrial","Milks","Milks skimmed","Milk","Milk dishes"
32424,"Yoghurt drink, berry, probiotics, rainbow",100,"Food","Industrial","Milks","Milks skimmed","Milk","Milk dishes"
32431,"Margarine 80%, sunnuntai, fluid, rapeseed oil",100,"Food","Industrial","Fats for cooking and industrial use","Other fat products","Fat","Fat and fat products"
32437,"Vegetable fat spread 30%, keiju deli olive",100,"Food","Industrial","Margarine and fat spread <55%","Margarine, butter spread and fat spread <55%","Fat","Fat and fat products"
32438,"Muesli with dried fruit, gluten-free, pirkka",100,"Dish","Industrial","Dish","Breakfast cereals","Non-ingredient","Cereals and cereal products"
32439,"Breakfast cereal, whole wheat flakes, pirkka",100,"Dish","Industrial","Dish","Breakfast cereals","Non-ingredient","Cereals and cereal products"
32440,"Breakfast cereal, whole wheat flakes with berries, added vitamins, pirkka",100,"Dish","Industrial","Dish","Breakfast cereals","Non-ingredient","Cereals and cereal products"
32441,"Breakfast cereal, chocolate cereal, wheat loops, top food",100,"Dish","Industrial","Dish","Breakfast cereals","Non-ingredient","Cereals and cereal products"
32442,"Breakfast cereal, honey wheat loops, top food",100,"Dish","Industrial","Dish","Breakfast cereals","Non-ingredient","Cereals and cereal products"
32443,"Breakfast cereal, wheat, rye, oat, barley, top food",100,"Dish","Industrial","Dish","Breakfast cereals","Non-ingredient","Cereals and cereal products"
32444,"Muesli with dried fruit, pirkka",100,"Dish","Industrial","Dish","Breakfast cereals","Non-ingredient","Cereals and cereal products"
32445,"Breakfast cereal, chocolate cereal, pirkka",100,"Dish","Industrial","Dish","Breakfast cereals","Non-ingredient","Cereals and cereal products"
32446,"Muesli, crunchy, rainbow",100,"Dish","Industrial","Dish","Breakfast cereals","Non-ingredient","Cereals and cereal products"
32447,"Muesli, crunchy, with fruit, rainbow",100,"Dish","Industrial","Dish","Breakfast cereals","Non-ingredient","Cereals and cereal products"
32449,"Cereal bar with yoghurt",100,"Food","Industrial","Non-chocolate confectionery","Confectionery","Sugar and confectionery","Sugar and confectionery"
32450,"Cereal bar, wholegrain muesli bar",100,"Food","Industrial","Non-chocolate confectionery","Confectionery","Sugar and confectionery","Sugar and confectionery"
32451,"Cereal bar with berries",100,"Food","Industrial","Non-chocolate confectionery","Confectionery","Sugar and confectionery","Sugar and confectionery"
32452,"Cereal bar with fruits",100,"Food","Industrial","Non-chocolate confectionery","Confectionery","Sugar and confectionery","Sugar and confectionery"
32454,"Karelian stew, pork and beef, root vegetables",100,"Dish","Baked in oven","Dish","Meat hot-pot","Non-ingredient","Meat dishes"
32455,"Grapefruit pink/red, without skin",100,"Food","No treatment","Citrus fruit","Fruits","Fruits","Fruit and berry dishes"
32456,"Artichoke",100,"Food","No treatment","Leaf vegetables","Vegetables","Vegetables","Vegetable dishes"
32459,"Multigrain bread, puhtileip�, katri antell",100,"Dish","Baked in oven","Dish","Bread, mixed flour","Non-ingredient","Cereals and cereal products"
32460,"Multigrain bread, vaaleavaalea, katri antell",100,"Dish","Baked in oven","Dish","Bread, mixed flour","Non-ingredient","Cereals and cereal products"
32461,"White bread, wheat roll, lounass�mpyl�, katri antell",100,"Dish","Baked in oven","Dish","Wheat bread","Non-ingredient","Cereals and cereal products"
32462,"Multigrain bread, bread roll, puhtis�mpyl�, katri antell",100,"Dish","Baked in oven","Dish","Bread, mixed flour","Non-ingredient","Cereals and cereal products"
32463,"Multigrain bread, bread roll, tuhti-moniviljas�mpyl�, katri antell",100,"Dish","Baked in oven","Dish","Bread, mixed flour","Non-ingredient","Cereals and cereal products"
32464,"Nut, brazil nut",100,"Food","No treatment","Nuts and seeds","Snacks","Pulses and nuts","Miscellaneous"
32465,"Multigrain bread, carrot roll, tuhti-porkkanas�mpyl�, katri antell",100,"Dish","Baked in oven","Dish","Bread, mixed flour","Non-ingredient","Cereals and cereal products"
32466,"Multigrain bread, potato rye bread, oiva perunalimppu, linkosuo",100,"Dish","Baked in oven","Dish","Bread, mixed flour","Non-ingredient","Cereals and cereal products"
32467,"Multigrain bread, tampereen riev�, linkosuo",100,"Dish","Baked in oven","Dish","Bread, mixed flour","Non-ingredient","Cereals and cereal products"
32468,"Multigrain bread, tummempi tuhatjyv�, linkosuo",100,"Dish","Baked in oven","Dish","Bread, mixed flour","Non-ingredient","Cereals and cereal products"
32469,"Multigrain bread, bread roll, aamiaiss�mpyl�, perheleipurit",100,"Dish","Baked in oven","Dish","Bread, mixed flour","Non-ingredient","Cereals and cereal products"
32470,"White bread, wheat roll, ev�ss�mpyl�, perheleipurit",100,"Dish","Baked in oven","Dish","Wheat bread","Non-ingredient","Cereals and cereal products"
32471,"Multigrain bread, lingonberry, limpukka, p�gen",100,"Dish","Baked in oven","Dish","Bread, mixed flour","Non-ingredient","Cereals and cereal products"
32472,"Multigrain bread, bread roll, rye and wheat flour, ruis-vehn�tyynyt, vaasan",100,"Dish","Baked in oven","Dish","Bread, mixed flour","Non-ingredient","Cereals and cereal products"
32473,"Fruit drink, hevi shot, valio, pineapple-carrot-mango",100,"Dish","Mashed","Dish","Juices","Non-ingredient","Fruit and berry dishes"
32474,"Fruit drink, hevi shot, valio, apple-carrot-strawberry",100,"Dish","Mashed","Dish","Juices","Non-ingredient","Fruit and berry dishes"
32477,"Fruit drink, mehukatti fruit snack, strawberry",100,"Dish","Mashed","Dish","Juices","Non-ingredient","Fruit and berry dishes"
32478,"Sweet & sour sauce, uncle ben's",100,"Food","Mixed","Condiments","Condiments","Spices","Miscellaneous"
32479,"Fruit drink, mehukatti fruit snack, pear",100,"Dish","Mashed","Dish","Juices","Non-ingredient","Fruit and berry dishes"
32480,"Salad dressing, rapeseed oil, 39% fat, kartanon, saarioinen",100,"Food","Industrial","Other fat products","Salad dressings","Fat","Fat and fat products"
32481,"Fruit drink, mehukatti fruit snack, fruit mix",100,"Dish","Mashed","Dish","Juices","Non-ingredient","Fruit and berry dishes"
32482,"Salad dressing, rapeseed oil, 20% fat, talon, felix",100,"Food","Industrial","Other fat products","Salad dressings","Fat","Fat and fat products"
32483,"Salad dressing, rapeseed oil, 25% fat, greek, felix",100,"Food","Industrial","Other fat products","Salad dressings","Fat","Fat and fat products"
32485,"Salad dressing, rapeseed oil, honey, mustard, 36% fat, felix",100,"Food","Industrial","Other fat products","Salad dressings","Fat","Fat and fat products"
32486,"Sweet and sour chicken gravy, ready made sauce",100,"Dish","Fried","Dish","Poultry dishes","Non-ingredient","Meat dishes"
32487,"Curry chicken gravy, ready made sauce",100,"Dish","Fried","Dish","Poultry dishes","Non-ingredient","Meat dishes"
32488,"Beef mince and mashed potato casserole, mashed potato powder, water",100,"Dish","Baked in oven","Dish","Meat casseroles","Non-ingredient","Meat dishes"
32489,"Beef mince and mashed potato casserole, mashed potato powder, milk",100,"Dish","Baked in oven","Dish","Meat casseroles","Non-ingredient","Meat dishes"
32490,"Bun, cinnamon bun, gifflar cinnamon bun, p�gen",100,"Dish","Baked in oven","Dish","Buns","Non-ingredient","Cereals and cereal products"
32492,"Cake, muffin, lemon, with cr�me filling, p�gen",100,"Dish","Baked in oven","Dish","Sweet bakery","Non-ingredient","Cereals and cereal products"
32493,"Cake, muffin, cocoa, with cr�me filling, p�gen",100,"Dish","Baked in oven","Dish","Sweet bakery","Non-ingredient","Cereals and cereal products"
32494,"Beef mince gravy",100,"Dish","Boiled","Dish","Minced meat dishes","Non-ingredient","Meat dishes"
32495,"Chicken mince gravy",100,"Dish","Boiled","Dish","Minced meat dishes","Non-ingredient","Meat dishes"
32497,"Lean steak mince gravy",100,"Dish","Boiled","Dish","Minced meat dishes","Non-ingredient","Meat dishes"
32498,"Beef steak mince gravy, no added fat",100,"Dish","Boiled","Dish","Minced meat dishes","Non-ingredient","Meat dishes"
32500,"Pork mince gravy, no added fat",100,"Dish","Boiled","Dish","Minced meat dishes","Non-ingredient","Meat dishes"
32501,"Pork beef mince gravy, no added fat",100,"Dish","Boiled","Dish","Minced meat dishes","Non-ingredient","Meat dishes"
32502,"Soft toffee covered with milk chocolate, dumle, fazer",100,"Food","Industrial","Non-chocolate confectionery","Confectionery","Sugar and confectionery","Sugar and confectionery"
32503,"Sweet, candy, milk chocolate pastilles, m&m's, amerikan pastilli",100,"Food","Industrial","Chocolate","Confectionery","Sugar and confectionery","Sugar and confectionery"
32504,"Beef steak mince gravy, milk-based",100,"Dish","Boiled","Dish","Minced meat dishes","Non-ingredient","Meat dishes"
32505,"Pork beef mince gravy, milk-based",100,"Dish","Boiled","Dish","Minced meat dishes","Non-ingredient","Meat dishes"
32506,"Bolognese, pork beef mince, powdered gravy mix",100,"Dish","Boiled","Dish","Minced meat dishes","Non-ingredient","Meat dishes"
32507,"Bolognese, beef steak mince, powdered gravy mix",100,"Dish","Boiled","Dish","Minced meat dishes","Non-ingredient","Meat dishes"
32508,"Beetroot gravy, low-fat milk",100,"Dish","Boiled","Dish","Vegetable soups","Non-ingredient","Vegetable dishes"
32509,"Chocolate bar, caramel and cookie, twix",100,"Food","Industrial","Chocolate","Chocolate","Sugar and confectionery","Sugar and confectionery"
32510,"Beetroot gravy",100,"Dish","Boiled","Dish","Vegetable soups","Non-ingredient","Vegetable dishes"
32511,"Bun, quark filling, dallas bun, fazer",100,"Dish","Baked in oven","Dish","Buns","Non-ingredient","Cereals and cereal products"
32513,"Chicken nuggets, breaded, cheese filling, hk/kariniemi",100,"Dish","Fried","Dish","Poultry dishes","Non-ingredient","Meat dishes"
32515,"Bun, cinnamon bun, big texas, fazer",100,"Dish","Baked in oven","Dish","Buns","Non-ingredient","Cereals and cereal products"
32517,"Doughnut, berliner, bakery, jam and icing",100,"Dish","Mixed","Dish","Buns","Non-ingredient","Cereals and cereal products"
32518,"Swiss roll, napakymppi, fazer oululainen",100,"Dish","Mixed","Dish","Sweet bakery","Non-ingredient","Cereals and cereal products"
32523,"Chicken and potato casserole, hk, ready meal",100,"Dish","Baked in oven","Dish","Poultry dishes","Non-ingredient","Meat dishes"
32525,"Raspberry kissel, raspberry soup",100,"Dish","Boiled","Dish","Fruit and berry soups","Non-ingredient","Fruit and berry dishes"
32526,"Strawberry kissel, strawberry soup",100,"Dish","Boiled","Dish","Fruit and berry soups","Non-ingredient","Fruit and berry dishes"
32528,"Pudding, cream pudding, industrial",100,"Dish","Industrial","Dish","Milk desserts","Non-ingredient","Milk dishes"
32529,"Pudding, chocolate pudding, industrial",100,"Dish","Industrial","Dish","Milk desserts","Non-ingredient","Milk dishes"
32532,"Oat and vanillla biscuit, jyv�shyv�, lu",100,"Dish","Baked in oven","Dish","Biscuits","Non-ingredient","Cereals and cereal products"
32534,"Finn crisp, oat crispbread, oululainen, fazer",100,"Dish","Baked in oven","Dish","Bread, mixed flour","Non-ingredient","Cereals and cereal products"
32535,"Karelian pasty, rice filling, imatran, fazer",100,"Dish","Baked in oven","Dish","Savoury bakery","Non-ingredient","Cereals and cereal products"
32536,"Karelian pasty, rice filling, fazer",100,"Dish","Baked in oven","Dish","Savoury bakery","Non-ingredient","Cereals and cereal products"
32537,"Minced meat hamburger patty, grillitassu, saarioinen, fried without fat",100,"Dish","Fried","Dish","Minced meat dishes","Non-ingredient","Meat dishes"
32538,"Rhubarb pie, basic sweet dough, whole milk",100,"Dish","Baked in oven","Dish","Sweet bakery","Non-ingredient","Cereals and cereal products"
32539,"Rhubarb pie, basic sweet dough, low-fat milk",100,"Dish","Baked in oven","Dish","Sweet bakery","Non-ingredient","Cereals and cereal products"
32540,"Mulled wine, non-alcololic",100,"Food","Boiled","Juice drink","Juice drink","Fruits","Beverages"
32541,"Quark, flavoured, 7% fat, valio",100,"Food","Industrial","Fermented milk products","Milk desserts","Milk","Milk dishes"
32542,"Chocolate chip cookie, jyv�shyv� suklaapisara, lu",100,"Dish","Baked in oven","Dish","Biscuits","Non-ingredient","Cereals and cereal products"
32544,"Biscuit for children, carneval prinsessa, rapeseed oil-based",100,"Dish","Baked in oven","Dish","Biscuits","Non-ingredient","Cereals and cereal products"
32547,"Biscuit, jyv�shyv� cracotte, whole wheat",100,"Dish","Baked in oven","Dish","Biscuits","Non-ingredient","Cereals and cereal products"
